"CLIENTNUM,""Attrition_Flag"",""Customer_Age"",""Gender"",""Dependent_count"",""Education_Level"",""Marital_Status"",""Income_Category"",""Card_Category"",""Months_on_book"",""Total_Relationship_Count"",""Months_Inactive_12_mon"",""Contacts_Count_12_mon"",""Credit_Limit"",""Total_Revolving_Bal"",""Avg_Open_To_Buy"",""Total_Amt_Chng_Q4_Q1"",""Total_Trans_Amt"",""Total_Trans_Ct"",""Total_Ct_Chng_Q4_Q1"",""Avg_Utilization_Ratio"",""Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1"",""Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"""
"715720083,""Existing Customer"",47,""M"",5,""Unknown"",""Single"",""$80K - $120K"",""Blue"",39,6,2,3,13241,0,13241,1.002,3157,76,0.551,0,0.00021724,0.99978"
"716584158,""Existing Customer"",51,""M"",4,""High School"",""Married"",""$80K - $120K"",""Blue"",42,6,1,2,14438,2517,11921,0.853,2090,47,0.88,0.174,5.6153e-05,0.99994"
"815727183,""Existing Customer"",36,""M"",3,""High School"",""Single"",""$80K - $120K"",""Blue"",31,6,1,1,5228,1443,3785,0.934,2683,62,0.938,0.276,3.3505e-05,0.99997"
"717066408,""Existing Customer"",36,""M"",2,""Graduate"",""Married"",""$60K - $80K"",""Blue"",36,3,1,4,5550,1518,4032,1.182,2540,62,0.771,0.274,0.00015804,0.99984"
"708104658,""Existing Customer"",46,""M"",1,""Graduate"",""Unknown"",""$40K - $60K"",""Blue"",36,4,3,2,1438.3,890,548.3,1.143,2928,48,1.4,0.619,0.00016883,0.99983"
"718016808,""Existing Customer"",62,""F"",0,""Unknown"",""Married"",""Less than $40K"",""Blue"",55,3,1,0,2064,1282,782,0.455,1475,27,0.929,0.621,1.9163e-05,0.99998"
"814571058,""Existing Customer"",30,""F"",1,""College"",""Single"",""Less than $40K"",""Blue"",24,4,3,0,3450,2517,933,0.652,2545,64,0.778,0.73,6.0552e-05,0.99994"
"714757908,""Existing Customer"",46,""M"",4,""Graduate"",""Married"",""$120K +"",""Silver"",36,4,1,3,34516,1380,33136,0.66,2163,56,0.4,0.04,8.7785e-05,0.99991"
"710345808,""Existing Customer"",41,""M"",4,""Uneducated"",""Divorced"",""$80K - $120K"",""Blue"",36,6,2,2,30030,2028,28002,0.601,1828,38,1.111,0.068,0.00012274,0.99988"
"814752558,""Existing Customer"",50,""M"",1,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",45,5,3,3,2151,1163,988,0.849,2513,62,0.59,0.541,0.00029196,0.99971"
"721284258,""Existing Customer"",53,""M"",2,""Unknown"",""Married"",""$80K - $120K"",""Blue"",44,4,1,3,7181,2517,4664,0.545,1636,39,0.56,0.351,0.00010183,0.9999"
"719336583,""Existing Customer"",55,""M"",2,""Uneducated"",""Married"",""$120K +"",""Blue"",44,3,3,3,27745,1300,26445,0.482,1525,21,0.5,0.047,0.00031104,0.99969"
"797638383,""Existing Customer"",49,""F"",4,""High School"",""Married"",""Less than $40K"",""Blue"",43,4,3,2,4852,2016,2836,0.576,3561,73,0.622,0.415,0.00018339,0.99982"
"708434733,""Existing Customer"",56,""M"",1,""Graduate"",""Married"",""$60K - $80K"",""Blue"",50,6,3,3,6735,2289,4446,0.661,1249,28,0.75,0.34,0.00028395,0.99972"
"711802758,""Existing Customer"",63,""M"",1,""Graduate"",""Married"",""$40K - $60K"",""Blue"",53,4,1,2,6128,1895,4233,0.583,1700,42,0.355,0.309,5.1697e-05,0.99995"
"720620058,""Existing Customer"",41,""M"",4,""High School"",""Unknown"",""$80K - $120K"",""Blue"",36,4,3,2,23124,1746,21378,0.807,1959,50,0.724,0.076,0.00018339,0.99982"
"819169683,""Existing Customer"",34,""M"",2,""Unknown"",""Married"",""$40K - $60K"",""Blue"",29,3,2,2,3436,1650,1786,0.788,1972,37,0.947,0.48,0.00012511,0.99987"
"709757583,""Existing Customer"",35,""M"",0,""Unknown"",""Married"",""$120K +"",""Blue"",36,5,2,1,3176,1510,1666,0.885,2074,48,0.92,0.475,6.4745e-05,0.99994"
"789307833,""Existing Customer"",44,""M"",4,""College"",""Unknown"",""$120K +"",""Blue"",34,5,3,3,8874,1590,7284,0.698,1849,56,0.647,0.179,0.00030845,0.99969"
"823912308,""Existing Customer"",38,""F"",3,""Graduate"",""Married"",""Less than $40K"",""Blue"",34,5,1,0,3402,1813,1589,0.653,1767,28,0.647,0.533,2.1081e-05,0.99998"
"720746208,""Existing Customer"",52,""M"",1,""Graduate"",""Married"",""$80K - $120K"",""Blue"",43,6,1,1,2689,2077,612,0.378,1356,33,0.435,0.772,3.1176e-05,0.99997"
"709121283,""Existing Customer"",54,""M"",3,""Uneducated"",""Married"",""Less than $40K"",""Blue"",36,3,3,2,1556,1278,278,0.46,1615,35,0.591,0.821,0.00019191,0.99981"
"714093108,""Existing Customer"",58,""F"",2,""High School"",""Single"",""$40K - $60K"",""Blue"",36,3,3,3,7372,1210,6162,0.946,1707,56,0.514,0.164,0.00029408,0.99971"
"718368333,""Existing Customer"",26,""M"",0,""College"",""Unknown"",""Less than $40K"",""Blue"",13,6,1,2,5713,789,4924,0.678,3323,61,0.525,0.138,4.595e-05,0.99995"
"806752533,""Existing Customer"",27,""F"",1,""Post-Graduate"",""Single"",""Less than $40K"",""Blue"",22,4,1,3,2965,1635,1330,0.7,2553,59,0.553,0.551,0.00010231,0.9999"
"758521983,""Existing Customer"",33,""M"",1,""Unknown"",""Married"",""$80K - $120K"",""Blue"",26,3,2,2,9819,1200,8619,0.602,2198,40,0.538,0.122,0.00011743,0.99988"
"779473308,""Existing Customer"",32,""M"",0,""Uneducated"",""Single"",""$60K - $80K"",""Blue"",14,4,3,3,8186,0,8186,0.737,2411,67,0.426,0,0.00026692,0.99973"
"709376508,""Existing Customer"",58,""F"",1,""College"",""Married"",""Less than $40K"",""Blue"",49,3,3,2,3846,1285,2561,0.608,1815,47,0.621,0.334,0.00016415,0.99984"
"712589658,""Existing Customer"",45,""F"",4,""Uneducated"",""Unknown"",""Less than $40K"",""Silver"",30,5,2,2,13131,1965,11166,0.695,1795,37,0.48,0.15,0.0001109,0.99989"
"712141683,""Existing Customer"",48,""F"",3,""High School"",""Single"",""Less than $40K"",""Blue"",28,4,2,1,2944,753,2191,0.707,3457,61,0.848,0.256,6.9242e-05,0.99993"
"712494108,""Existing Customer"",38,""M"",2,""Post-Graduate"",""Single"",""$60K - $80K"",""Silver"",36,3,3,4,34516,1954,32562,0.436,1872,52,0.486,0.057,0.0005486,0.99945"
"721350783,""Existing Customer"",54,""M"",2,""High School"",""Married"",""$80K - $120K"",""Blue"",38,6,3,4,5660,2006,3654,0.779,1569,39,0.773,0.354,0.00050163,0.9995"
"710133858,""Existing Customer"",40,""F"",1,""Graduate"",""Unknown"",""Less than $40K"",""Blue"",30,5,1,1,7554,1848,5706,0.767,4150,64,0.524,0.245,3.1176e-05,0.99997"
"719152383,""Existing Customer"",35,""F"",4,""Uneducated"",""Married"",""Less than $40K"",""Blue"",26,5,1,4,2494,1316,1178,1.486,2946,57,1.036,0.528,0.00017042,0.99983"
"715174158,""Existing Customer"",31,""M"",1,""College"",""Married"",""$80K - $120K"",""Blue"",36,4,1,0,25215,1445,23770,1.033,2588,48,1,0.057,1.854e-05,0.99998"
"780040758,""Existing Customer"",40,""F"",4,""College"",""Married"",""$40K - $60K"",""Blue"",24,5,3,2,2606,1818,788,0.703,1999,50,1.174,0.698,0.0001834,0.99982"
"719525358,""Existing Customer"",52,""M"",0,""Graduate"",""Single"",""$80K - $120K"",""Blue"",43,4,3,3,8133,1942,6191,0.572,3310,76,0.583,0.239,0.0002596,0.99974"
"710892408,""Existing Customer"",57,""F"",1,""High School"",""Married"",""Less than $40K"",""Blue"",36,6,2,2,3101,1257,1844,0.416,1681,32,0.524,0.405,0.00010386,0.9999"
"713295183,""Existing Customer"",48,""M"",2,""Graduate"",""Divorced"",""$80K - $120K"",""Blue"",29,6,2,3,24446,1854,22592,0.782,3897,75,0.786,0.076,0.00019143,0.99981"
"789871233,""Existing Customer"",49,""M"",3,""High School"",""Married"",""$80K - $120K"",""Blue"",39,5,3,2,2361,1342,1019,0.6,4316,78,0.529,0.568,0.00018145,0.99982"
"712663533,""Existing Customer"",40,""M"",4,""High School"",""Single"",""$40K - $60K"",""Blue"",32,6,4,2,2441,1656,785,0.762,3903,62,0.824,0.678,0.00022162,0.99978"
"820906233,""Existing Customer"",45,""M"",2,""Graduate"",""Married"",""$40K - $60K"",""Blue"",41,5,2,2,8532,2165,6367,0.707,3242,63,0.75,0.254,0.00011382,0.99989"
"821163408,""Existing Customer"",41,""M"",3,""Unknown"",""Married"",""$80K - $120K"",""Blue"",37,5,3,3,16954,1588,15366,0.878,3411,60,0.875,0.094,0.00034503,0.99965"
"708947208,""Existing Customer"",36,""M"",2,""Graduate"",""Single"",""$80K - $120K"",""Blue"",17,4,3,1,2900,2029,871,0.846,2631,72,0.6,0.7,0.00010848,0.99989"
"715261458,""Existing Customer"",37,""F"",1,""Graduate"",""Single"",""Less than $40K"",""Blue"",36,6,2,4,6827,0,6827,0.754,2621,49,0.815,0,0.00030653,0.99969"
"789310833,""Existing Customer"",44,""F"",3,""College"",""Divorced"",""$40K - $60K"",""Blue"",34,5,2,5,4513,1950,2563,0.83,3164,62,0.59,0.432,0.00056998,0.99943"
"818294958,""Existing Customer"",52,""M"",2,""College"",""Married"",""$120K +"",""Blue"",47,3,3,2,27347,719,26628,0.695,4040,77,0.674,0.026,0.00017488,0.99983"
"713902983,""Existing Customer"",42,""F"",3,""High School"",""Married"",""Less than $40K"",""Blue"",36,4,3,1,1676,1372,304,0.522,4381,77,0.571,0.819,0.00010943,0.99989"
"771693933,""Existing Customer"",62,""F"",1,""Graduate"",""Married"",""Less than $40K"",""Blue"",50,6,6,4,2802,1977,825,0.431,1757,33,0.833,0.706,0.00038238,0.99962"
"827984658,""Attrited Customer"",49,""M"",3,""Post-Graduate"",""Married"",""$80K - $120K"",""Blue"",45,3,0,4,23870,0,23870,0.604,1885,39,0.345,0,0.98619,0.01381"
"789012633,""Existing Customer"",30,""F"",0,""Graduate"",""Single"",""Less than $40K"",""Blue"",17,3,2,1,4868,1090,3778,0.679,2907,69,0.816,0.224,5.8902e-05,0.99994"
"807237783,""Existing Customer"",50,""M"",3,""Uneducated"",""Single"",""$60K - $80K"",""Blue"",45,5,3,5,20437,1020,19417,0.563,4166,66,0.737,0.05,0.00095231,0.99905"
"803408733,""Existing Customer"",32,""M"",2,""High School"",""Divorced"",""$60K - $80K"",""Blue"",26,6,1,4,2239,1338,901,0.567,2466,60,0.579,0.598,0.00015363,0.99985"
"824667708,""Existing Customer"",32,""F"",1,""Graduate"",""Single"",""Less than $40K"",""Blue"",28,6,3,3,2428,1027,1401,0.824,3007,84,0.867,0.423,0.00028395,0.99972"
"807165033,""Existing Customer"",49,""M"",3,""Post-Graduate"",""Single"",""$60K - $80K"",""Blue"",44,3,1,5,15027,0,15027,0.811,3533,59,0.788,0,0.00033387,0.99967"
"809984133,""Existing Customer"",37,""M"",2,""Doctorate"",""Single"",""$120K +"",""Blue"",32,3,3,5,32056,1887,30169,0.831,2730,68,0.7,0.059,0.0012912,0.99871"
"718949433,""Existing Customer"",42,""F"",3,""College"",""Single"",""Unknown"",""Silver"",31,3,2,2,34516,919,33597,0.919,3415,79,0.756,0.027,0.00010375,0.9999"
"751227183,""Existing Customer"",36,""M"",2,""Unknown"",""Single"",""$80K - $120K"",""Blue"",29,3,3,5,5346,1539,3807,0.777,2283,51,0.889,0.288,0.00098108,0.99902"
"716331408,""Attrited Customer"",52,""F"",4,""Unknown"",""Married"",""Less than $40K"",""Blue"",36,1,4,5,2143,0,2143,0.853,1353,36,0.333,0,0.9992,0.00080275"
"714199983,""Existing Customer"",48,""M"",3,""Uneducated"",""Single"",""$60K - $80K"",""Gold"",40,5,2,5,34516,2317,32199,0.699,3927,68,0.7,0.067,0.00069441,0.99931"
"774172158,""Existing Customer"",29,""M"",1,""Unknown"",""Single"",""$60K - $80K"",""Blue"",19,3,1,2,23507,1990,21517,0.631,2650,65,0.912,0.085,5.6825e-05,0.99994"
"708171858,""Existing Customer"",33,""F"",3,""Post-Graduate"",""Married"",""$40K - $60K"",""Blue"",28,5,2,3,1864,1081,783,1.416,2607,44,1.75,0.58,0.00023373,0.99977"
"709074108,""Existing Customer"",36,""M"",2,""College"",""Single"",""$60K - $80K"",""Blue"",24,5,2,5,23032,840,22192,0.739,2787,73,0.698,0.036,0.0005493,0.99945"
"721304133,""Existing Customer"",36,""F"",4,""High School"",""Married"",""Less than $40K"",""Blue"",36,4,1,3,4277,1578,2699,0.84,1855,49,1.042,0.369,9.4447e-05,0.99991"
"787430733,""Existing Customer"",56,""F"",2,""High School"",""Married"",""$40K - $60K"",""Blue"",41,5,3,2,2771,1446,1325,0.686,1706,27,0.227,0.522,0.00017486,0.99983"
"711225933,""Existing Customer"",28,""M"",1,""High School"",""Divorced"",""Less than $40K"",""Blue"",36,5,3,4,2265,1935,330,0.653,2306,61,0.525,0.854,0.00047086,0.99953"
"717478983,""Existing Customer"",31,""F"",2,""Uneducated"",""Divorced"",""Less than $40K"",""Blue"",19,6,2,0,2853,1961,892,0.866,2697,68,0.789,0.687,4.317e-05,0.99996"
"720949083,""Existing Customer"",44,""F"",3,""Uneducated"",""Single"",""Less than $40K"",""Blue"",33,5,3,5,3075,2517,558,0.922,3534,53,0.71,0.819,0.00095231,0.99905"
"712851108,""Existing Customer"",51,""F"",3,""High School"",""Married"",""Unknown"",""Blue"",31,5,1,5,15340,2331,13009,0.565,2965,51,0.594,0.152,0.00027585,0.99972"
"713151258,""Existing Customer"",55,""M"",3,""Graduate"",""Single"",""$40K - $60K"",""Blue"",35,4,1,4,3065,0,3065,0.716,3524,69,0.605,0,0.00016399,0.99984"
"799731033,""Existing Customer"",34,""F"",2,""Doctorate"",""Single"",""Less than $40K"",""Blue"",28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0,0.00026028,0.99974"
"822138333,""Existing Customer"",61,""F"",0,""Graduate"",""Single"",""$40K - $60K"",""Blue"",56,4,3,5,7118,813,6305,0.475,3964,66,0.65,0.114,0.00076607,0.99923"
"708532308,""Existing Customer"",37,""M"",2,""Uneducated"",""Single"",""$60K - $80K"",""Blue"",36,4,2,2,11419,2517,8902,1.211,3000,70,1.059,0.22,0.00011703,0.99988"
"713718558,""Existing Customer"",46,""M"",3,""Graduate"",""Married"",""$40K - $60K"",""Blue"",37,6,2,5,2403,0,2403,0.727,3393,64,0.882,0,0.00058626,0.99941"
"778939683,""Existing Customer"",47,""F"",3,""Uneducated"",""Married"",""Less than $40K"",""Blue"",32,4,3,2,2821,951,1870,0.577,1452,38,1.923,0.337,0.00019191,0.99981"
"713322633,""Existing Customer"",54,""M"",1,""Graduate"",""Married"",""$40K - $60K"",""Blue"",43,4,3,3,2706,2517,189,0.506,1682,39,0.625,0.93,0.00028395,0.99972"
"754671558,""Existing Customer"",50,""F"",3,""Unknown"",""Single"",""Less than $40K"",""Blue"",43,6,1,4,2999,1958,1041,0.611,2073,48,0.714,0.653,0.00018025,0.99982"
"719291283,""Existing Customer"",36,""F"",4,""High School"",""Single"",""Less than $40K"",""Blue"",28,5,1,2,2226,1607,619,0.656,2660,62,1,0.722,5.6153e-05,0.99994"
"720659283,""Existing Customer"",37,""M"",5,""Graduate"",""Married"",""$60K - $80K"",""Blue"",31,5,3,4,3351,1847,1504,0.67,1910,43,0.593,0.551,0.00053272,0.99947"
"719535558,""Existing Customer"",47,""M"",4,""College"",""Divorced"",""$40K - $60K"",""Blue"",36,5,1,1,5570,1858,3712,0.783,4129,72,0.636,0.334,3.3866e-05,0.99997"
"771032658,""Existing Customer"",54,""M"",3,""Unknown"",""Married"",""$80K - $120K"",""Blue"",41,3,3,2,10448,1569,8879,0.482,1604,39,0.444,0.15,0.00020516,0.99979"
"709468683,""Existing Customer"",64,""F"",0,""High School"",""Married"",""Less than $40K"",""Blue"",56,6,2,2,2174,1397,777,0.62,1755,39,0.5,0.643,9.4951e-05,0.99991"
"719455908,""Existing Customer"",48,""M"",3,""Graduate"",""Married"",""$80K - $120K"",""Blue"",38,3,3,3,31501,0,31501,0.698,3742,75,0.786,0,0.0003139,0.99969"
"816890883,""Existing Customer"",35,""M"",2,""Uneducated"",""Single"",""$60K - $80K"",""Blue"",30,6,3,3,21695,1257,20438,0.793,2266,74,0.48,0.058,0.00031104,0.99969"
"709826058,""Existing Customer"",49,""M"",2,""Unknown"",""Married"",""$80K - $120K"",""Blue"",36,3,1,1,34516,2435,32081,0.732,1805,34,0.619,0.071,3.6508e-05,0.99996"
"735008958,""Existing Customer"",42,""M"",5,""Unknown"",""Married"",""$60K - $80K"",""Blue"",35,6,3,2,13650,1253,12397,0.743,1703,53,0.71,0.092,0.00020412,0.9998"
"713766183,""Existing Customer"",49,""M"",0,""Uneducated"",""Single"",""$80K - $120K"",""Blue"",36,5,3,4,16156,2517,13639,0.804,4160,81,0.653,0.156,0.00045531,0.99954"
"719148633,""Existing Customer"",53,""F"",2,""Graduate"",""Married"",""Less than $40K"",""Blue"",46,6,2,4,2413,2015,398,0.47,1398,24,0.714,0.835,0.00032656,0.99967"
"789266208,""Existing Customer"",56,""M"",2,""High School"",""Married"",""$80K - $120K"",""Blue"",45,3,2,3,5920,1589,4331,0.512,1408,28,0.273,0.268,0.0001861,0.99981"
"718373658,""Existing Customer"",41,""M"",3,""College"",""Single"",""$60K - $80K"",""Blue"",28,6,3,0,5841,2463,3378,1.047,3817,81,0.761,0.422,6.6941e-05,0.99993"
"712255458,""Existing Customer"",37,""M"",3,""High School"",""Single"",""$60K - $80K"",""Blue"",36,3,1,5,8418,2051,6367,0.847,2879,63,0.703,0.244,0.00027585,0.99972"
"789494133,""Existing Customer"",30,""M"",0,""High School"",""Married"",""Less than $40K"",""Blue"",21,5,4,3,2490,1259,1231,1.079,2441,53,0.514,0.506,0.00030499,0.9997"
"714178458,""Existing Customer"",45,""M"",3,""Post-Graduate"",""Married"",""$80K - $120K"",""Blue"",35,3,3,2,20640,1603,19037,0.532,1792,53,0.395,0.078,0.00021962,0.99978"
"717595908,""Existing Customer"",54,""M"",1,""High School"",""Married"",""$60K - $80K"",""Blue"",37,5,1,1,9453,2188,7265,0.572,1688,45,0.452,0.231,3.0307e-05,0.99997"
"798114033,""Existing Customer"",46,""M"",2,""Graduate"",""Married"",""$60K - $80K"",""Blue"",40,4,2,4,7949,1514,6435,0.857,3355,58,0.657,0.19,0.00032656,0.99967"
"709479558,""Existing Customer"",36,""F"",4,""College"",""Single"",""Less than $40K"",""Blue"",36,3,2,1,2758,2168,590,1.046,3073,86,0.792,0.786,6.9988e-05,0.99993"
"778148283,""Existing Customer"",48,""M"",2,""Doctorate"",""Single"",""$120K +"",""Blue"",41,5,2,1,20148,1084,19064,0.79,3921,74,0.542,0.054,9.933e-05,0.9999"
"719363283,""Existing Customer"",59,""F"",0,""Doctorate"",""Single"",""Less than $40K"",""Blue"",36,3,1,2,1438.3,0,1438.3,0.691,1904,47,0.382,0,6.8395e-05,0.99993"
"716225433,""Existing Customer"",60,""M"",1,""Uneducated"",""Single"",""$80K - $120K"",""Blue"",51,6,3,4,26566,2517,24049,0.985,3103,65,0.625,0.095,0.000498,0.9995"
"719882583,""Existing Customer"",44,""M"",5,""Graduate"",""Single"",""$60K - $80K"",""Blue"",34,3,3,5,13477,2057,11420,0.684,3866,67,0.634,0.153,0.00092152,0.99908"
"711076533,""Existing Customer"",65,""M"",0,""College"",""Divorced"",""Less than $40K"",""Blue"",42,5,3,2,9706,1968,7738,1.022,3435,58,0.706,0.203,0.00015007,0.99985"
"820651908,""Existing Customer"",46,""F"",3,""Graduate"",""Single"",""$40K - $60K"",""Blue"",41,5,2,4,7457,0,7457,0.717,3162,64,0.73,0,0.00033886,0.99966"
"710884683,""Existing Customer"",48,""M"",4,""Graduate"",""Married"",""$80K - $120K"",""Silver"",40,6,2,5,34516,807,33709,0.967,3937,80,1.051,0.023,0.0005354,0.99946"
"797468658,""Existing Customer"",53,""M"",3,""High School"",""Married"",""$120K +"",""Blue"",47,5,1,3,19081,2431,16650,0.37,1536,31,0.476,0.127,9.3448e-05,0.99991"
"716375883,""Existing Customer"",53,""F"",3,""Uneducated"",""Married"",""Unknown"",""Blue"",36,6,2,2,2447,1558,889,0.511,1716,38,0.462,0.637,0.00012144,0.99988"
"711534183,""Existing Customer"",41,""M"",2,""High School"",""Single"",""$80K - $120K"",""Blue"",36,4,2,4,28830,0,28830,0.786,3533,57,0.966,0,0.00031746,0.99968"
"721083258,""Existing Customer"",37,""F"",4,""High School"",""Divorced"",""$40K - $60K"",""Blue"",22,5,1,3,2563,1638,925,0.681,2064,46,0.917,0.639,9.4447e-05,0.99991"
"717986058,""Existing Customer"",29,""F"",0,""High School"",""Single"",""Less than $40K"",""Blue"",13,6,3,5,5240,1608,3632,1.243,2712,64,0.778,0.307,0.00074474,0.99926"
"804610908,""Existing Customer"",49,""F"",2,""Doctorate"",""Married"",""Less than $40K"",""Blue"",44,4,3,0,3397,1962,1435,0.483,3295,66,0.61,0.578,9.6021e-05,0.9999"
"717602733,""Existing Customer"",47,""M"",3,""Doctorate"",""Single"",""Less than $40K"",""Blue"",35,4,3,2,1842,0,1842,0.726,4165,67,0.634,0,0.00027008,0.99973"
"770952933,""Existing Customer"",53,""F"",1,""Unknown"",""Married"",""Less than $40K"",""Blue"",40,4,2,4,2383,1938,445,0.597,1616,37,0.682,0.813,0.00033692,0.99966"
"713233908,""Existing Customer"",33,""M"",2,""Graduate"",""Divorced"",""$60K - $80K"",""Blue"",21,5,3,3,20791,0,20791,0.744,2883,93,0.755,0,0.00030251,0.9997"
"755365233,""Existing Customer"",34,""M"",1,""Graduate"",""Unknown"",""$60K - $80K"",""Blue"",27,5,2,4,19900,1581,18319,0.838,3948,96,0.846,0.079,0.00030653,0.99969"
"715105908,""Existing Customer"",28,""F"",0,""Graduate"",""Single"",""Unknown"",""Silver"",15,3,3,3,32024,1232,30792,1.04,2507,64,0.882,0.038,0.00023457,0.99977"
"712658283,""Existing Customer"",36,""F"",3,""Graduate"",""Single"",""$40K - $60K"",""Blue"",28,3,2,3,3701,969,2732,1.079,3222,86,0.623,0.262,0.00019864,0.9998"
"708796458,""Existing Customer"",30,""F"",2,""Graduate"",""Single"",""Less than $40K"",""Blue"",18,3,1,4,4199,1903,2296,1.059,3016,67,0.763,0.453,0.00015804,0.99984"
"713557533,""Existing Customer"",34,""M"",3,""High School"",""Single"",""$40K - $60K"",""Blue"",21,4,1,3,4353,1655,2698,0.806,2664,81,0.884,0.38,9.3448e-05,0.99991"
"710524533,""Attrited Customer"",38,""F"",4,""College"",""Married"",""$40K - $60K"",""Blue"",36,4,4,4,4913,2517,2396,0.348,899,28,0.273,0.512,0.99843,0.00156939"
"713412558,""Existing Customer"",39,""F"",4,""Post-Graduate"",""Married"",""Less than $40K"",""Blue"",22,3,3,1,5454,1108,4346,1.021,2674,67,0.675,0.203,0.00013386,0.99987"
"720000708,""Existing Customer"",32,""F"",0,""Graduate"",""Married"",""Unknown"",""Blue"",26,3,3,2,2172,1381,791,1.145,2945,69,0.408,0.636,0.00015435,0.99985"
"718934058,""Existing Customer"",36,""M"",2,""Doctorate"",""Single"",""$40K - $60K"",""Blue"",26,4,3,2,2845,2517,328,0.686,2396,51,0.5,0.885,0.00026028,0.99974"
"710607408,""Existing Customer"",37,""F"",3,""High School"",""Single"",""Unknown"",""Blue"",28,3,1,4,18570,1524,17046,1.385,3999,96,0.846,0.082,0.00015942,0.99984"
"717613233,""Existing Customer"",45,""M"",4,""Uneducated"",""Married"",""$60K - $80K"",""Silver"",33,5,2,4,25907,745,25162,0.607,2058,56,0.806,0.029,0.00031818,0.99968"
"821710308,""Existing Customer"",38,""F"",3,""Uneducated"",""Single"",""Less than $40K"",""Blue"",33,5,3,2,2206,2018,188,0.648,1739,35,0.667,0.915,0.00019191,0.99981"
"716089983,""Existing Customer"",31,""M"",0,""Graduate"",""Single"",""$40K - $60K"",""Blue"",24,3,1,4,12050,1732,10318,0.804,2015,46,0.704,0.144,0.00013562,0.99986"
"720430083,""Existing Customer"",65,""M"",0,""High School"",""Unknown"",""Less than $40K"",""Blue"",36,3,3,2,2107,1008,1099,0.953,3913,67,0.523,0.478,0.00015005,0.99985"
"712071708,""Existing Customer"",63,""F"",0,""Graduate"",""Married"",""Less than $40K"",""Blue"",36,6,3,4,2107,1351,756,0.521,1320,35,0.522,0.641,0.00044282,0.99956"
"770721858,""Existing Customer"",65,""M"",1,""Graduate"",""Married"",""Less than $40K"",""Blue"",56,3,2,5,3539,2517,1022,0.346,1463,31,0.632,0.711,0.00053033,0.99947"
"751381458,""Existing Customer"",43,""F"",3,""College"",""Married"",""Unknown"",""Blue"",36,3,3,4,27175,775,26400,0.543,3814,72,0.8,0.029,0.00052057,0.99948"
"715629783,""Existing Customer"",51,""M"",1,""Graduate"",""Married"",""$40K - $60K"",""Silver"",36,6,2,2,17905,980,16925,0.731,4399,64,0.778,0.055,9.6533e-05,0.9999"
"768886533,""Existing Customer"",37,""M"",3,""Graduate"",""Married"",""$60K - $80K"",""Blue"",31,3,1,3,4940,1199,3741,1.57,3246,57,0.9,0.243,9.6126e-05,0.9999"
"711023508,""Existing Customer"",55,""F"",1,""Graduate"",""Married"",""Unknown"",""Blue"",43,5,4,2,3161,1389,1772,0.307,1547,30,0.429,0.439,0.00020404,0.9998"
"711291558,""Existing Customer"",27,""M"",0,""Uneducated"",""Single"",""$60K - $80K"",""Blue"",36,4,3,3,2464,0,2464,0.502,2636,50,0.429,0,0.00026692,0.99973"
"714929283,""Existing Customer"",34,""F"",0,""High School"",""Married"",""$40K - $60K"",""Blue"",36,5,1,3,3203,2229,974,1.146,2625,52,0.625,0.696,7.7279e-05,0.99992"
"716285358,""Existing Customer"",32,""F"",1,""College"",""Divorced"",""Less than $40K"",""Blue"",36,3,5,4,1835,1017,818,0.82,2801,79,0.519,0.554,0.00052594,0.99947"
"710958033,""Existing Customer"",49,""F"",5,""Uneducated"",""Single"",""Less than $40K"",""Blue"",39,3,2,2,1993,0,1993,0.539,4075,76,0.689,0,0.00012082,0.99988"
"711368283,""Existing Customer"",39,""M"",2,""Unknown"",""Married"",""$80K - $120K"",""Blue"",27,3,3,2,34516,1629,32887,1.078,3448,53,1.038,0.047,0.00019771,0.9998"
"807275733,""Existing Customer"",27,""M"",0,""Post-Graduate"",""Single"",""Unknown"",""Blue"",22,5,2,2,7130,873,6257,0.53,2498,37,0.321,0.122,0.00011493,0.99989"
"708231183,""Existing Customer"",30,""M"",1,""Uneducated"",""Divorced"",""Unknown"",""Blue"",22,5,3,4,12539,910,11629,0.856,2643,72,0.674,0.073,0.000498,0.9995"
"789690483,""Existing Customer"",39,""M"",4,""High School"",""Married"",""$80K - $120K"",""Blue"",25,6,2,3,8208,0,8208,1.568,3135,39,1.167,0,0.00019517,0.9998"
"789338583,""Existing Customer"",42,""M"",2,""Doctorate"",""Married"",""$80K - $120K"",""Blue"",32,4,2,2,26222,1073,25149,1.288,1988,30,0.579,0.041,0.00016471,0.99984"
"717411483,""Existing Customer"",55,""M"",4,""College"",""Divorced"",""$80K - $120K"",""Blue"",36,4,2,3,34173,1194,32979,1.056,3731,69,0.816,0.035,0.00019519,0.9998"
"720799608,""Existing Customer"",57,""F"",2,""Graduate"",""Married"",""$40K - $60K"",""Blue"",49,5,1,2,3377,1720,1657,0.491,1621,32,0.391,0.509,5.5077e-05,0.99994"
